title,product,rating,text,rew_body,reviews
"Tassimo Gevalia Morning Roast T- Discs, 4.3-Ounce Box (Pack of 2)",Grocery,5,Shipped quickly. As advertised. Quality as expected. Works great! Really like that these make a full cup of coffee.,0.8012,positive
Bellei White Wine Vinegar 17 Fl.oz.,Grocery,5,Good product. Arrived on time,0.4404,positive
"Community Coffee Ground Coffee, Columbia Classico, (Pack of 3)",Grocery,5,"I was lucky to be able to try a few Community Coffees recently. I tried the breakfast blend, which was very good, and also this Columbia Classico, which I am really enjoying. This is something I will definitely get again. It is smooth, rich, and a nice medium roast. It is not bitter or acidic. It just is a lovely basic coffee. This to me is what I think of when I think about having a regular ol' cup of GOOD coffee. I will have to try their decaf next because I have decaf every evening.<br /><br />This coffee is a nice medium, average roast (although I think it describes it as medium to dark). I think most average coffee drinkers would be on board with this. It does not taste too dark to me at all. It is just right. My husband has been enjoying the Community Coffees I've been trying too, and it's also a great price (at least here at amazon - I haven't checked the cost in the stores). We normally get Green Mountain and sometimes Folgers. Community Coffee will now also be on our go-to list.",0.9903,positive
Quaker Real Medleys (Pack of 12),Grocery,5,"Delicious.  My favorite of the series.  I love the flavor combinations, real fruit, and crunchy almonds.  I don't think you often find real peach flavor in oatmeal, but you find it here.",0.714,positive
"PG Tips Black Tea, Pyramid Tea Bags, 240-Count Box (Pack of 2)",Grocery,5,"Best tea, very large box...we have it every day.",0.6369,positive
"Crystal Geyser Alpine Spring Water, 16.9 oz Bottle, 35 count",Grocery,4,Bottle are overfilled to the point of spilling every time I open them..,0,neutral
"Café Escapes Keurig Single-Serve K-Cup Pods, Chai Latte, 24 Count",Grocery,4,"I love this as a nice afternoon drink rather than coffee all day in my Keurig , I just wish there was a little more in the cups since it has to be on a 6 oz cup size or it will taste watery",0.8658,positive
"SweetLeaf Organic Stevia Extract, 0.9 Ounce (Pack of 2)",Grocery,2,"The powder does not dissolve properly, even in hot liquids, and it is way overpriced for what you receive.  I much rather prefer the Stevia packets instead.",0,neutral
"Juicy Juice 100% Juice, Orange Tangerine, 8-Count/6.75-Ounce Boxes (Pack of 4)",Grocery,5,"This is my first time trying this product, it is quite delicious and all natural which is another plus just wish the cartons were just a bit larger...",0.8479,positive
"Super Bubble 360 Pieces 3 Flavors (Apple, Grape, Original) Net Wt 4lbs 0.8oz",Grocery,4,always good,0.4404,positive
Enjoy Life Cookies,Grocery,5,Delicious option for those with food allergies.,0.5719,positive
Sweet Chili Sauce,Grocery,5,So good is this. I get KFC wings and use this as a dipping sauce. So good and spicy. You should try it.,0.7866,positive
"Melitta Coffee Pods, 18 Count (Pack of 4)",Grocery,4,"Pods are very hard to find these day, seems a thing of the past soon. Melitta makes a very good cup of coffee. Robust!",0.636,positive
Jordan Almonds Pastel (2 Lb Bag),Grocery,5,I truly love Jordan Almonds and these were excellent. I would definitely recommend this products. Very fresh and good tasting.,0.9672,positive
Crystal Hot Sauce Louisiana's Pure Hot Sauce - 12 oz,Grocery,5,"I ordered this online because my grocery store stopped carrying it.  This has been my favorite hot sauce for many years.  I like it because it has a little bit more of an acidic flavor than Texas Pete, a little more lively.",0.759,positive
Food to Live Fenugreek Seeds (Methi) (5 Pounds),Grocery,2,"I've never had Fenugreek before, so maybe it isn't fair to the manufacturer, but these got me sick. I tried them a two different ways-- in a tea and ground up in a smoothie.<br /><br />For the tea-- I didn't enjoy the flavor at all, but I'm OK with that if there s a health benefits but the only benefit I had is I felt a little off after the tea. Nothing too bad, but slightly dizzy. Maybe it gave me a low blood sugar, I'm not sure, but it seems like it could have been that. But the flavor was so strong, even sweetened with honey or mixed with other tea, I thought maybe I could add it to a smoothie with other flavors to mask it.<br /><br />For the smoothie- The flavor was more tolerable. Not good, but again, if I wanted something for the flavor I'd get a milkshake. I ground the whole thing up in a Vitamix. The seed was completely mixed in and undetectable. But it caused so much gastrointestinal  distress it was unbearable. I tried it 3 times to see if it was a fluke and the 3rd time I was in such much pain and running to the bathroom I was done with fenugreek.<br /><br />That said, some people react this way to fenugreek so I have no way of knowing if this brand is good or not. The item itself is well-packaged, the seeds are very clean, and the package came very quickly-- so that's a plus. If you can tolerate fenugreek, I'd say go by the other reviews which are very good. If you aren't sure, get a smaller bag.",0.6542,positive
"Mushroom House Dried Mushroom, Stir Fry Blend, 1-Pound",Grocery,5,"Have used once, and they tasted great.  Wish they were in a jar and not a plastic bag.",0.7783,positive
Crazy Cups Premium Sampler,Grocery,1,This product arrived at my door on time howerver the product was within days of expiering and that bothered me considering tea has such a long shelf life...Return was easy however I was still upset that I had to go through the motions. If I would have been told this I would have chosed not to purchase the product,-0.25,negative
"CBTL Viennese Brew Coffee Capsules By The Coffee Bean & Tea Leaf, 16-Count Box",Grocery,5,Just love this flavor and the convenience of purchasing from Amazon!  I purchased a variety of flavors and it was very easy since Amazon had a great selection to choose from.,0.9377,positive
Newman's Own Organics Keurig K-Cups Coffee,Grocery,1,"Had company over and 4 of us tried and all poured it out.  It tasted like very poor quality cheap restaurant coffee that you never finish.<br />Unlike some of the other brands of decaf, this one is just a bad idea.  We prefer the Doughnut House medium decaf.",-0.659,negative
Golden Jumbo Raisins 1 Lb Bulk,Grocery,5,Delicious big juicy.,0.5719,positive
Roland Escargots (Snails),Grocery,5,These are the best I`ve had since I was a kid in Greece.My Stepfather and I were used to pick them up from the fields and the hills of Greece. Andreas,0.6369,positive
"Flour for Fillo Dough(Pita) and Cookies, Zlatni Puder, 4.4lb (2kg) type 400",Grocery,1,"I ordered this product for my mom. She was looking for Flour Tip-500 but could not find it anywhere else than on Amazon. Well, I was very happy to get it for her but was disappointed when I received the package. What was shipped is tip-400 and not tip-500 as shown on the picture.<br /><br />I did contact the seller and asked him about it and they said that sometimes ingredients can be different than shown on the picture. Well, this is not a question of ingredients but a totally different product.<br /><br />After a few emails back and forth and after I had to contact Amazon the funds were refunded.",0.867,positive
"Kirkland Signature Super XL VA Peanuts, 40 Ounce",Grocery,5,"very tasty and crunchy and fresh, completely satisfied.  will purchase again and send to family members in the near future.",0.659,positive
"SweetLeaf Sweetener (70-Count Packets), 2.5-Ounce Boxes (Pack of 3)",Grocery,5,"Great stuff, love it.  And, the 3 box packs are best price you'll find.",0.926,positive
Bulk Herbs: Sage (Organic),Grocery,1,"dried out, useless.",-0.4215,negative
Velveeta Cheesy Skillets,Grocery,1,I've had the Nacho and beef. They were great. This tastes like an old salad bar mixed with butt. It is terrible. Enjoy the other flavors though!,0.7901,positive
"Quest Nutrition - Variety Bundle Pack of 12, 2.12oz bars (2 of Each)",Grocery,5,Taste good and full of protein..just have a big glass of water handy. They will make you thirsty.,0.4404,positive
"Gourmet Loose Leaf Teas - Black, Green, Oolong & White",Grocery,4,"I received this tea yesterday among other teas and made a pot last night. We did enjoy it and thought it was a very nice tea, however, for me personally I felt it to be just a bit milder then I am used to drinking. I expected a breakfast tea to be a bit stronger but the flavor was just fine and it was an enjoyable cup.",0.8536,positive
"MIO Fruit Punch, 1.6-Ounce (Pack of 4)",Grocery,5,OK I LOOOOVE Mio!!  It's a great addition to water. You really don't need much. Since there's no sugar I feel fine using it to drink more water every day. The only downside is the price of the product here on Amazon because I swear if it were more competitively priced I'd order cases. The grocery store price isn't cheap but it's a way better deal than here.,0.8176,positive
Twinings,Grocery,5,"I love this rooibos tea and had been buying it in K-cups on auto-ship.  However, they discontinued the auto ship option on this product and raised the price substantially.  This product is the same tea, same brand, and its organic.  The best things is that its way less expensive at roughly $0.20 cent per bag vs $0.67 per k-cup with the auto-ship discount.  I also have a hot water pot so its just a fast and easy s the k-cup with much less waste for the environment.",0.8687,positive
"Cream Hill Estates Lara's Rolled Oats, 2.2 Pound Box (Pack of 4)",Grocery,5,These are the best gluten free oat's I've tried. They cook up very creamy and have a great chewy texture. If you're looking for a fabulous oatmeal this is it!,0.9459,positive
"Brookside Dark Choc Pomegranate, 32 oz",Grocery,4,"The quality of the product is great. Very tasty, makes a nice little snack. The only downside I found at all is that I live in a warm area and it had to sit in my mailbox (not to mention on the delivery truck) for who knows how long. This meant many of the delicious treats were sort of melted together in giant balls. Not a big deal, but worth mention.",0.7351,positive
"Americolor Gel Paste Junior Kit, Eight .75 Oz. Colors",Grocery,2,"I bought this on the good reviews, but found the colors changed after a few days.  Had to make up pastel frosting flowers ahead of time, and the color faded and the lavender changed to blue after 3 days.",0.2382,positive
3 Pack Salsa Me Krazy Hot Salsa,Grocery,5,"This salsa is awesome, I like the sweet and spicy taste. It is great when you fix sausage, peppers, onion, cheese and salsa me krazy hot. All you need are chips. It can be a meal or a great snack.",0.9571,positive
"Teeny Tiny Spice Co. of Vermont Organic British Curry, Flavor of the Empire, Medium, 2.8 Oz",Grocery,5,Best curry I ever cooked with.  My wife is now asking me to make curry dishes!,0.6696,positive
"JFC Shiso Fumi Furikake Rice Seasoning, 3.1-Ounce Jars (Pack of 4)",Grocery,5,"This seasoning is so tasty on fresh steamed rice - flavorful without being 'salty'.  As an added bonus, if you have leftover rice and put the seasoning on it in the refrigerator, it speckles the rice with a lovely purple - the kids love it (as do the adults)!!  I have used this for a few years and bought 4 more.",0.9398,positive
"Nestle-Coffee Mate Coffee Creamer, 300/3g Packets",Grocery,5,Great product for travel and purse as I am lactose intolerant. I wish I had bought more because I'm using them faster than I thought I would.,0.7783,positive
"Tuscan Dairy Whole Vitamin D Milk, Gallon, 128 oz",Grocery,5,"Upon receiving this wondrous product, I discovered a desire-- Nay, a NEED to write elaborate prose, and felt as though even my vocabulary had begun to flourish! But alas, now that I've run dry, I can feel the creativity bleeding from my soul... Woe is he who loses his most delectable source of inspiration and creativity!",0.9067,positive
"A Grade Highland Coca Tea Oruro Premium Organic, 100ct",Grocery,5,"SWIM (someone who isn't me) purchases 20 metric tons of this product on a regular basis, and refines it with gasoline and ammonia in a processing plant.<br />It's fantastic, definitely A-grade coca leaves. And no longer have to negotiate with Maoist rebels in the jungle. A win-win.",0.5106,positive
Coco Hydro Instant Coconut Water,Grocery,5,Solid.,0.1531,positive
Ferrero Collection,Grocery,1,"I received a wrong gift box, with rafaello instead of the garden.<br />(and I really wanted to get the garden one, since I find it much much better than the rafaello)<br />But the point is that I got the wrong item.",-0.5106,negative
"Lee Kum Kee Sauce For Ma Po Tofu, 2.8-Ounce Pouches (Pack of 12)",Grocery,1,"I am not Chinese, but have eaten my share of Chinese & Authentic Szechuan food. I love the zing of Szechuan pepper and the numbness it causes.  This sauce was tasteless and had a bitter taste to it. There was no fresh peppery taste from the Szechuan pepper, but we felt the numbess after few bites.     I got a single 2.8oz small packet from the local grocery store. It was good enough for dinner for 2. I would not buy this again.    I also picked up a couple of other Lee Kum Kee sauces as well, hope I have at least 1 winner.",0.9542,positive
Certified Organic Incan Berries 16oz,Grocery,5,These are my natural sour gummy candy!  It was sold at a good price.  Have bought twice now.  Good both time. Will buy again,0.8221,positive
Keurig Green Mountain Coffee K-Cup Packs,Grocery,5,This is a great cup of coffee. It is a nice morning blend and perks me up. Not a weak coffee and very flavorful.,0.8521,positive
Crabtree Foods; Salmon Fillets (6) 8 ounce,Grocery,5,I bought the salmon from Crabtree Foods because it was cheaper than the others. Little did I know that I actually got a good value. The product was as described and fit perfectly into my diet. I strongly recommend it.,0.9393,positive
"From The Fields Chocolate Hazelnut Fig Granola, 12 Ounce",Grocery,5,Love it!,0.6696,positive
True Lemon Original Lemonade 100% Natural Ingredients Drink Mix 6 Packets (Pack of 6 - Makes 72 Quarts Total),Grocery,5,this is the best lemonade I have ever tried..and all our guests s are raving about it as well…it is not overly sweet which is what I have not liked about other brands. Will buy again….,0.0997,positive
"Annabelle's Big Hunk, 2-Ounce Bars (Pack of 24)",Grocery,1,NOT GOOD,-0.3412,negative
"Worthington Choplets, 20-OunceCans (Pack of 12)",Grocery,5,"I married a man who was a Seventh Day Adventist and this was a staple in their house.  They used it as an alternative to turkey, cut in 1/2 and layer it (upright) with stuffing and then put gravy over it and its YUM.  You can also cut it into 1/4&#34; strips and saute it with strips of green peppers, onions and mushrooms in a soy sauce and serve over rice, and again, YUM.  So glad this is now available online.  I wish you could buy this in the grocery stores.",0.5214,positive
Dark Chocolate Covered Espresso Beans (1 Pound Bag),Grocery,5,Item as described.  Thank you!,0.4199,positive
"Arrowhead Mills Pancake and Waffle Mix, 26 Ounce (Pack of 6)",Grocery,5,"I have been using this brand for years; absolutely delicious, high in fiber, organic, all natural, and VEGAN (almost impossible to find on the shelf in any other brand). We add coconut oil instead of the recommended &#34;vegetable oil&#34;, and a &#34;flax egg&#34; (1Tbs ground flax + 3Tbs water) instead of egg, and the fruit of choice. They come out perfect every time. Even the kids love them - no one knows they're &#34;whole grain&#34;. :)<br />I recommend without hesitation.",0.9539,positive
"Appel Kipper Fillets (Appel Smoked Herring Fillets), 6.7-Ounce Tin (Pack of 6)",Grocery,5,"My husband and I have long loved kippered herring.  Finding the plain, packed in oil, without the fancy sauces, has been a challenge.  These Appel kippers are the same that are in gourmet shops and cost about half the price.  Way to go Amazon",0.7096,positive
"Orgain Organic Plant Based Protein Powder, Packaging May Vary",Grocery,1,"I wanted to love this organic protein powder. It tastes great, smells great, and it says it's organic. However it contains erythritol (as well as stevia and monk fruit, why 3 sweetners?) and the gas the erythritol creates is just awful and uncomfortable! I will never purchase this again.",0.906,positive
"Kashi TLC Cookies, 8.5-Ounce Boxes",Grocery,2,Very dry but I guess it's healthy ... Still have the boxes at home will Probly just dump the rest out,0.0387,neutral
Tazo Iced Lemongrass Green Tea 6 Bags (Case of 4) 3.15oz each,Grocery,5,This is amazingly good.  I have reordered and will do it again as I cannot find in the stores.,0.4927,positive
Maruchan,Grocery,4,"I love this flavor of ramen! I don't eat other flavors anymore because they taste too bland by comparison. For the convenience of having it delivered to my home (I have prime, so I get it in two days and don't have to pay for the shipping), the price on amazon isn't bad at all, but it is still cheaper to run down and pick up a case of this at the grocery store.",0.6503,positive
Stacy's Pita Chip,Grocery,5,"YUM! They were delicious! Arrived in good shape, no breakage. Crunchy, with just the right amount of salt. Delicious alone, wth hummus or cheese. Love the individual packages so it's easier to not overindulge. Will order again!",0.9162,positive
Good Earth Organic Tea,Grocery,5,"When the Good Earth restaurants left Phoenix, one of the things I was sad about was missing their signature tea.  Love the flavor - not too strong, not too mild.  I definitely like having it on auto delivery!!",0.7079,positive
"HoneyTree's Organic Rainforest Honey, 16-Ounce Bottles (Pack of 6)",Grocery,3,containers leak after you open the seal.,-0.34,negative
Melitta Cone Coffee Filters,Grocery,5,"I have an old one-shot coffee maker that uses these filters. Can't find them in the supermarkets any more, so this gives me a year's supply.",0,neutral
Melitta Single Cup Coffee for K-Cup Brewers,Grocery,4,"I love this coffee, but it is really pricey",0.3818,positive
100% Pure Thai Chili Powder,Grocery,4,This added great flavor to dishes. Beware these are really hot. I am not a native so it required getting used to,0.6249,positive
"True Peach Lemonade Drink Mix, 10-count-3g each (Pack of 4)",Grocery,2,"Good peach taste, but it leaves that stevia after taste I don't like. Also a bit too sweet for me!  A matter of taste!",0.6148,positive
"Two Tone Red Rose Artificial Bouquet, featuring the Stay-In-The-Vase Design(c) Flower Holder (MD1011)",Grocery,5,Not what I expected.  Was skeptical about purchasing silk flowers online but these are pretty.  Better than what is at my local big box store.,0.8176,positive
"SweetLeaf Sweet Drops Liquid Stevia Sweetener, Chocolate",Grocery,5,"We mix these chocolate drops into milk for my kids chocolate milk and they love it! They are expensive, but go a long way and are a great healthy substitute for other chocolate flavorings.",0.92,positive
"Weight Watchers Red Velvet Creme Cakes, 0.46 Pound",Grocery,5,Yummy!!,0.6103,positive
"Kicking Horse Coffee, Whole Bean Coffee, 2.2 Pound Pouch",Grocery,2,"My son send the coffee to my wife for Mother's Day.  We opened the package full of expectation... The coffee smells pretty good, but is really lacking in the taste department.  Its taste is in the blend side, and not bitter nor flavorful.  We use a Krups Expresso machine, so we can extract most of the flavor from the coffee.  This product is no comparison to the Starbucks French Roast.",0.502,positive
Tea Forte Loose Tea Starter Set,Grocery,3,The tea wasn't my taste but the mug is awesome!,0.7871,positive
Hot & Sour Soup Mix,Grocery,4,this made a pretty authentic tasty pot of soup. i enjoyed it alot and it was so easy!,0.8893,positive
"Kicking Horse Coffee, Whole Bean Coffee, 2.2 Pound Pouch",Grocery,4,"My first whole bean purchase in a while. Pretty good smell and taste to it. I'm probably not mixing the water to coffee right, but how I have it, its fairly strong. I wish there was a clear measuring label for water to coffee ratio in increments that average person can figure out.",0.9377,positive
"Nielsen-Massey Vanilla Extract, Madagascar, 4 Ounce",Grocery,3,"After seeing much debate in the reviews about which vanilla extract tastes the best I decided to try for myself. I would have to say that I prefer Rodelles. Rodelles has a stronger vanilla taste. Nielsen Massey is good - but it has sugar added - which I find unnecessary when baking, and it tastes like there's more alcohol than Rodelles. It seems that with Rodelle's, you're getting more Vanilla for your buck - Plus its organic. Can't beat that.",0.8225,positive
Planters Nuts,Grocery,3,"Not exactly what we expected when we ordered this product.<br />Nuts are coated with a light coating of chocolate, similar to that<br />found in cocoa.  NOT coated with chocolate candy.<br />Taste ok, and when presented to my daughter, she said<br />she liked them as purchased.",0.128,positive
"Doritos Late Night All-Nighter Cheeseburger Flavored Tortilla Chips, 11.5 Oz. (Pack of 3)",Grocery,5,"I had these a few months ago in New Jersey, can't find them again. My sister and her husband tried them and loved them as well. We're hooked but can't find them anymore! My son thinks it kind of gross, but I've got to say I have few guilty pleasures in my life, but this is one of them! A PLUS!",-0.5131,negative
"Torie & Howard Pomgrante & Nectarine Candy, 2 oz",Grocery,5,Grand-daughter loves it!  Better than &#34;hunting&#34; for in a store!,0.8011,positive
(Four) 12oz Gourmet Style Bags of Creamy Milk Chocolate Covered Raisins [48oz. / 3 lbs.],Grocery,2,chocolate tasted bad and raisins seemed old,-0.5423,negative
"Granny's Secret Cornelian Extra Jam, Cherry, 700 Gram",Grocery,5,A perfect combination of sour and sweet. Just what your taste buds require.<br />You can really feel the old world perfection.,0.886,positive
"Eight O'Clock Colombian Peaks Ground Coffee, 11-Ounce Bags (Pack of 4)",Grocery,3,"when i got it, it is almost on expire date. no wonder they did promotion on this.",-0.296,negative
Skittles Original Candy,Grocery,5,"I should not have bought 82 ounces of skittles, i keep a bag at work and coworkers for two weeks have been coming by taking handfuls and i still have plenty left, i think my dentist is going to hate me and i really hope i didn't get diabetes from eating too many of these",-0.1298,negative
"Columbia County Flax Granola, 12 oz",Grocery,5,"FYI, if you buy this granola specifically for The Plan, you only get 3 servings from one bag if you are a woman, and 2 servings if you are a man (The Plan guidelines allow for 1 cup granola for women and 1.5C for men).  The bag states &#34;12 servings&#34; in several places, which equates to approx 1/4C.  I thought it was important to note this for those of us doing The Plan - you'll want to buy as much as you need and not scramble at the last minute!  That being said, I love this granola and look forward to it in the mornings with blueberries and coconut milk.  I've made it myself according to the Plan recipe, but it's yummier if you buy it from Columbia County - theirs is crunchier and more toasted.",0.6867,positive
Nutiva Organic Chia Seeds,Grocery,5,"I keep thinking, &#34;Chia Pet---cha cha cha cha CHIA!&#34; when I use these in anything I eat, but they are super easy to swallow. It's a great way to add omega 3's and fiber to your diet. I like to use the recipe on the back of the package for adding the seeds to juice. They gel up and make it really slimy, but if you like pulpy orange juice, it's not much different in texture.",0.974,positive
illy Medium Roast Ground Coffee for Drip Coffeemakers,Grocery,5,"This is hands down one of the best coffees I have ever had. Not bitter, smooth, wonderful full body flavor and not acidic. I was surprised when I opened the can, the grind is very fine, finer than what I would consider using for a drip coffee pot. I just used less grounds to adjust for the fine grind. I think the Amazon price is high. I usually purchase this at my local grocery for $12.99 per can",0.8413,positive
Old Wisconsin Snack Sticks,Grocery,2,"More pasty, regret buying. Will not buy again.",-0.4728,negative
Vichy Pastilles Mints - 4.4 oz.,Grocery,5,love these mints....,0.6369,positive
Kewpie Mayonnaise (Japanese Mayo) - 500g Net 17.64 FL. OZ.,Grocery,4,"let me start off by saying that this mayo is utterly divine if you are a lover of mayo. it's much richer and creamier than your typical mayonnaise which is perfect in itself!<br /><br />i sadly noticed, however, that every single time i try to eat this delicious spread i get horrible stomach pains after 5-15 minutes. maybe it's the MSG, maybe it's not. either way, it's worth the tasting if you're willing to take a gamble.<br /><br />sadly, this may be the last time i order this product despite it tasting so heavenly.",0.9483,positive
Organic Raw Tigernuts,Grocery,1,Yuck. I was looking for a new healthy snack. These are e hard and tasteless. The package says you can soak th e m in water I haven't tried that. I eat a lot of healthy nuts in my diet but these were a waste of good money.,0.25,positive
"Yost Kiddi Pops, 20 Pack - Butterscotch Lollipops",Grocery,5,"I purchased these lollipops for a pre-school class ... I'm an Grandma type and made butterscotch scented playdough ... and none of the children knew what butterscotch tasted like but they loved the smell.  I was looking for 36 butterscotch lollipops and these were good quality and you could order them in bags of 20.  The children loved them, they were delivered promptly after ordering.",0.9538,positive
"Folgers Gourmet Selections Coffee, Chocolate Truffle Ground Coffee, 12-Ounce Bags (Pack of 3)",Grocery,4,"The aroma is great, but only in small doses for myself. It gets nauseating if I have it more than twice a week. Chocolate-overload. I can't really comment on the taste because I bastardize my coffee with creamer and/or sugar, but the folks at work really like it. It's a great coffee to change it up a bit from your normal routine.",0.8068,positive
Organo Gold Gourmet Black Coffee - Box - 30 Sachets,Grocery,5,"My first experience with this coffee was a taste at a home show here in town. Even tho it was expensive i bought some. I noticed some beneficial reactions. I wanted to find a way to lower my expense and Amazon had the answer for me with this provider.  This is the best way to drink coffee because no mess, great tasting, and best price around for this beneficial coffee. I had a problem with a shipment and they immediately corrected it, so i continue to reorder with them, and to drink this daily.",0.8831,positive
Dressed to Impress Spa Bath and Body Set with Gourmet Cookies and Tea,Grocery,2,It was a gift...some stuff looked cheap and not like the picture...i do not recommend this as a gift...,-0.0823,negative
"Timothy's World Coffee, Breakfast Blend K-Cup Portion Pack for Keurig K-Cup Brewers (Pack of 50)",Grocery,2,The last box I ordered would not complete filling the cup and grounds ran out of the top hole. Same with the Decaf.,0.2023,positive
"Stur - Orange Mango (5pck) – ALL-NATURAL Stevia Water Enhancer ....................makes 100 8oz. servings - drink mix. Non-GMO, High Antioxidants, natural stevia leaf extract, sugar-free, calorie-free, preservative-free, 100% Vitamin C, liquid stevia drops. **Family Business, Happiness Guaranteed, You will Love Stur**",Grocery,3,"When I discovered a water enhancer with stevia, I was excited because I am trying to cut way down on the artificial sweeteners in my diet.  However, the flavor is not as good as the flavors produced with artificial sweeteners (such as Mio).  It could be I am so used to the flavors with artificial sweeteners that I am having a difficult time adjusting to a less sweet product.  Nevertheless, I intend to keep using this product.  Hopefully, in time the taste will \\""improve\\"" as I get used to it.",0.572,positive
"Al Wadi Gourmet Stuffed Vine Leaves , 10-Ounce Cans (Pack of 6)",Grocery,4,"So the liquid in the cans is a little slimy feeling, but if you drain that and just have the dolmas they're really pretty good! I'll probably order them again -- not that soon but I'll probably get another hankering for dolmas and get these. All six arrived, promptly and can be kept in the cupboard. They also last in the fridge quite a while, in case you don't finish a whole can at once -- four pieces leftover from my last can were good in the fridge for two/three days.",0.9356,positive
"Viva Naturals Organic Extra Virgin Coconut Oil, 16 Ounce",Grocery,5,"Loved the price, and love the quality of this product!",0.8553,positive
"Jersey Devil Chocolates - Dark Chocolate, Chili and Cranberries",Grocery,5,"I bought one for me, and the other two for gifts!<br />Was a smash hit! The best of &#34;tangy sweet&#34; cranberries with a burst of &#34;hot&#34; at the end mixed in a bath of wonderful &#34;smooth&#34;dark chocolate!",0.8682,positive
3 MUSKETEERS Valentine's Strawberry and Dark Chocolate Minis Size Candy Bars 9-Ounce Bag,Grocery,5,"I wanted to say that this strawberry flavor is good with dark chocolate, and I love this mini size for it.  Perfect!",0.902,positive
"Genisoy Soy Protein Natural Shake, 16-Ounce Canisters (Pack of 2)",Grocery,5,"I add this protein powder to so many things and it blends well. Shakes, juices, soups taste the same after adding this, only they have good protein now.",0.6124,positive
Semolina Pasta Flour,Grocery,5,Bob's Red Mill has always been consistent in quality. This product is available in our area but it's about 35 miles to the nearest store. The price at Amazon was far better than the store and I received it in about 4 days. Fresh pasta is the best and semolina makes great pizzas too!,0.9705,positive
"KIND Bars, Pomegranate Blueberry Pistachio + Antioxidants, Gluten Free, 1.4 Ounce Bars, 12 Count",Grocery,5,"Very good, curbs appetite, low cal, does not raise blood sugar!<br />Keep in a cool place, otherwise, when eating, the honey will stick to the wrapper and to anything else that happens to touch the bar, like a napkin.<br />Otherwise, I keep one in my tote bag always.....",0.7339,positive
"Jans SOURSOP Exotic Tropical Juice, 8.45 oz (250ml), Pack of 48",Grocery,5,It was awesome! I will be using the juice and Amazon  again. Thank you!,0.8353,positive
Curry (Yellow) 2.0oz By Zamouri Spices,Grocery,4,It is curry,0,neutral
Timothy's World Coffee K-Cup Portion Pack for Keurig K-Cup Brewers,Grocery,5,The Keurig system was new to me having used pods before. As is the usual case I was trying all kinds of Kcups to find the right decaf for me. I finally found Timothy's Columbian decaf to be strong without being bitter. I love it and am on auto delivery now.,0.8699,positive
YumEarth Organic Fruit Lollipops,Grocery,5,Sooo delicious! They actually taste like fruit because they are made of organic fruit juice :) - the only kind I would buy for my kids,0.9168,positive
"Frontier Soups Hearty Meals Ohio Valley Vegetable Soup, 7-Ounce Bags (Pack of 4)",Grocery,5,This is an easy meal to keep on hand. The seasonings are perfect. It gives a few options too. I would highly recommend these.,0.9117,positive
Shopkins Personalized Edible Cake Topper Image -- 1/4 Sheet,Grocery,5,Awesome I have one happy 15 yr old girl!!! Ty so much!!,0.9112,positive
"Diedrich Coffee Keurig K-Cups, 24 Count",Grocery,3,"This coffee is really good, but only when made with 6oz of water. Use any more and it's like drinking black water.",0.6948,positive
Thomy Delikatess Senf (Medium Mustard in Jar) -Pack of 4 X 250 ml,Grocery,5,"This is by far the best mustard you can buy.  Not only is it great on all types of sandwiches (especially ham and cheese, Reuban as well as hamburgers and hot dogs) but it is the best for making deviled eggs and mustard potato salad.  You get a nice mild mustard taste without any overwhelming vinegar taste typical of most mustards.  Even my grandkids love it and they normally won't eat anything with &#34;...that puckier stuff...&#34; in or on it.  While I am a strong advocate of only buying products made in the U.S., until a mustard tasting this good is available from one of our companies, will continue buying these imported Thomy products.  The price listed here is outrageous since Thomy products are available from other sources both on line and at specialty food stores for much less.  For imported German food items, comparison shopping will definitely pay off.  Be sure to read ALL seller reviews before purchasing on amazon.  Caveat Emptor.",0.9856,positive
"CAVENDER'S Salt Free Greek Seasoning, 7-Ounce (Pack of 3)",Grocery,5,"I have used Cavender's Greek Seasoning for years, but this is the first time that I have tried the salt free variety.  It was every bit as superb in flavor, but it permitted me and my guests to add salt to suit our individual tastes.<br /><br />Excellent product!",0.9548,positive
Organic Heirloom Austrian Pumpkin Seeds 8oz,Grocery,5,The larger greener Austrian pumpkin seeds are the only ones I like. They taste better and you know they are packed with healthy nutrients that make you feel good about consuming them. I do not like the cheap pale green ones you find elsewhere. These are worth the money and I am glad I found them. Fast shipping! I ordered and they nearly arrived the next day! That's service!,0.9283,positive
"South Beach Diet, 6-Count",Grocery,5,"These are excellent.  They have a great dark chocolate flavor, and offer the crunchiness that dieters often long for.  Try them!",0.8439,positive
"Coffee Bean Direct Dark Coffee, 5 Pound",Grocery,4,I can't drink caffeinated coffee anymore and am always on the look out for a good decaf bean.  The bean is dark and oily and smells divine.  I have to grind it fine and put extra coffee in the pot for a good full taste.  It passes the test but next time I will try the Sumatran.  Service was prompt and I will continue to use CBD as there are poor choices for beans where I live.,0.1154,positive
